model,channel,edge_row,C,P,S,anchor_family,other_training_family_count,baseline_predicted_P,baseline_rank_true_P,baseline_top1_correct,baseline_top5_correct,baseline_top10_correct,candidate_anchor_count,offset_predicted_P,offset_rank_true_P,true_P_offset_top1,true_P_offset_top5,true_P_offset_top10,rank_change,top1_rescued,top1_lost,true_anchor_rank,baseline_cosine,adjusted_cosine,residual_improvement_over_raw_cosine
qwen3_0.6b_1024d,zh_char,4766,途,余,辶,ROOT-4F59,69,路,25,0,0,0,1171,路,26,0,0,0,-1,0,0,26,0.7177984,0.7188889980316162,0.0010905861854553
qwen3_0.6b_1024d,zh_char,4767,酴,余,酉,ROOT-4F59,34,雩,517,0,0,0,1171,兮,345,0,0,0,172,0,0,345,0.6059709,0.6788517236709595,0.0728808045387268
qwen3_0.6b_1024d,zh_char,4768,除,余,阝,ROOT-4F59,125,除,192,0,0,0,1171,除,156,0,0,0,36,0,0,156,0.6795286,0.6817116737365723,0.0021830797195434
qwen3_0.6b_1024d,zh_char,4772,餘,余,飠,ROOT-4F59,38,榮,7,0,0,1,1171,余,1,1,1,1,6,1,0,1,0.8170785,0.8025485277175903,-0.0145299434661865
qwen3_0.6b_1024d,zh_char,4773,駼,余,馬,ROOT-4F59,65,輦,471,0,0,0,1171,之,207,0,0,0,264,0,0,207,0.61876273,0.6904822587966919,0.0717195272445678
qwen3_0.6b_1024d,zh_char,5032,裖,辰,衤,ROOT-8FB0,70,藺,493,0,0,0,1171,藺,408,0,0,0,85,0,0,408,0.5464688,0.596956729888916,0.0504879355430603
qwen3_0.6b_1024d,zh_char,5096,侲,辰,亻,ROOT-8FB0,183,龍,622,0,0,0,1171,龍,660,0,0,0,-38,0,0,660,0.5555234,0.5751398801803589,0.0196164846420288
qwen3_0.6b_1024d,zh_char,5097,唇,辰,口,ROOT-8FB0,156,口,226,0,0,0,1171,口,214,0,0,0,12,0,0,214,0.6000515,0.6339935064315796,0.0339419841766357
qwen3_0.6b_1024d,zh_char,5098,娠,辰,女,ROOT-8FB0,115,嬰,107,0,0,0,1171,疾,191,0,0,0,-84,0,0,191,0.546783,0.5573617815971375,0.0105788111686706
qwen3_0.6b_1024d,zh_char,5099,宸,辰,宀,ROOT-8FB0,27,羲,21,0,0,0,1171,羲,46,0,0,0,-25,0,0,46,0.77051675,0.7373369336128235,-0.0331798195838928
qwen3_0.6b_1024d,zh_char,5100,振,辰,扌,ROOT-8FB0,202,晃,259,0,0,0,1171,晃,162,0,0,0,97,0,0,162,0.6467432,0.6821913719177246,0.0354481935501098
qwen3_0.6b_1024d,zh_char,5101,晨,辰,日,ROOT-8FB0,63,晨,3,0,1,1,1171,晨,3,0,1,1,0,0,0,3,0.71673536,0.7028989195823669,-0.0138364434242248
qwen3_0.6b_1024d,zh_char,5103,祳,辰,礻,ROOT-8FB0,40,袞,553,0,0,0,1171,馬,777,0,0,0,-224,0,0,777,0.547743,0.5379738807678223,-0.0097691416740417
qwen3_0.6b_1024d,zh_char,5104,脣,辰,肉,ROOT-8FB0,108,脣,212,0,0,0,1171,脣,142,0,0,0,70,0,0,142,0.5795356,0.6491786241531372,0.0696430206298828
qwen3_0.6b_1024d,zh_char,5106,蜃,辰,虫,ROOT-8FB0,139,巫,128,0,0,0,1171,冥,50,0,0,0,78,0,0,50,0.6350056,0.7085156440734863,0.0735100507736206
qwen3_0.6b_1024d,zh_char,5107,賑,辰,貝,ROOT-8FB0,41,耴,559,0,0,0,1171,之,312,0,0,0,247,0,0,312,0.5621979,0.6304149627685547,0.0682170391082763
qwen3_0.6b_1024d,zh_char,5108,震,辰,雨,ROOT-8FB0,25,雷,19,0,0,0,1171,畏,44,0,0,0,-25,0,0,44,0.71724373,0.7064341306686401,-0.0108096003532409
qwen3_0.6b_1024d,zh_char,5109,麎,辰,鹿,ROOT-8FB0,10,戔,578,0,0,0,1171,之,572,0,0,0,6,0,0,572,0.5505732,0.5830842852592468,0.0325110554695129
qwen3_0.6b_1024d,zh_char,5479,掂,店,扌,ROOT-5360,202,察,912,0,0,0,1171,覃,871,0,0,0,41,0,0,871,0.5251649,0.5598186254501343,0.0346537232398986
qwen3_0.6b_1024d,zh_char,5480,惦,店,忄,ROOT-5360,132,忽,1130,0,0,0,1171,逢,988,0,0,0,142,0,0,988,0.44879454,0.5378857851028442,0.0890912413597107
qwen3_4b_2560d_int8,cn_def,31,儐,賓,亻,ROOT-219CD,126,王,3,0,1,1,1053,王,3,0,1,1,0,0,0,3,0.65370435,0.6415392160415649,-0.0121651291847229
qwen3_4b_2560d_int8,cn_def,32,嬪,賓,女,ROOT-219CD,68,侯,98,0,0,0,1053,侯,118,0,0,0,-20,0,0,118,0.44598824,0.4610370099544525,0.0150487720966339
qwen3_4b_2560d_int8,cn_def,33,擯,賓,扌,ROOT-219CD,138,免,521,0,0,0,1053,免,320,0,0,0,201,0,0,320,0.4358144,0.4573842883110046,0.0215698778629302
qwen3_4b_2560d_int8,cn_def,34,檳,賓,木,ROOT-219CD,139,葛,619,0,0,0,1053,葛,522,0,0,0,97,0,0,522,0.3208323,0.3901768326759338,0.0693445205688476
qwen3_4b_2560d_int8,cn_def,35,殯,賓,歹,ROOT-219CD,10,冢,658,0,0,0,1053,止,356,0,0,0,302,0,0,356,0.3699128,0.3692893087863922,-0.0006234943866729
qwen3_4b_2560d_int8,cn_def,36,濱,賓,氵,ROOT-219CD,185,浦,721,0,0,0,1053,浦,527,0,0,0,194,0,0,527,0.40511495,0.4735560417175293,0.068441092967987
qwen3_4b_2560d_int8,cn_def,37,繽,賓,糸,ROOT-219CD,97,散,730,0,0,0,1053,夭,514,0,0,0,216,0,0,514,0.37902015,0.4227702021598816,0.0437500476837158
qwen3_4b_2560d_int8,cn_def,38,鬢,賓,髟,ROOT-219CD,10,眉,638,0,0,0,1053,聽,229,0,0,0,409,0,0,229,0.36112714,0.4607987403869629,0.0996716022491455
qwen3_4b_2560d_int8,cn_def,252,刻,亥,刂,ROOT-4EA5,19,伐,553,0,0,0,1053,文,428,0,0,0,125,0,0,428,0.4186407,0.4326882362365722,0.0140475332736969
qwen3_4b_2560d_int8,cn_def,253,劾,亥,力,ROOT-4EA5,15,姦,1017,0,0,0,1053,姦,946,0,0,0,71,0,0,946,0.26781946,0.2677857279777527,-3.3736228942871094e-05
qwen3_4b_2560d_int8,cn_def,254,咳,亥,口,ROOT-4EA5,113,息,872,0,0,0,1053,息,775,0,0,0,97,0,0,775,0.27587563,0.3140518069267273,0.0381761789321899
qwen3_4b_2560d_int8,cn_def,255,垓,亥,土,ROOT-4EA5,65,野,815,0,0,0,1053,野,849,0,0,0,-34,0,0,849,0.38215467,0.3750882148742676,-0.0070664584636688
qwen3_4b_2560d_int8,cn_def,256,孩,亥,子,ROOT-4EA5,5,嬰,831,0,0,0,1053,嬰,896,0,0,0,-65,0,0,896,0.35996526,0.3595390617847442,-0.0004262030124664
qwen3_4b_2560d_int8,cn_def,257,核,亥,木,ROOT-4EA5,139,米,877,0,0,0,1053,米,935,0,0,0,-58,0,0,935,0.32767412,0.3356359899044037,0.0079618692398071
qwen3_4b_2560d_int8,cn_def,258,欬,亥,欠,ROOT-4EA5,13,對,753,0,0,0,1053,對,740,0,0,0,13,0,0,740,0.3550699,0.3665853142738342,0.0115154087543487
qwen3_4b_2560d_int8,cn_def,259,該,亥,言,ROOT-4EA5,95,宜,911,0,0,0,1053,宜,736,0,0,0,175,0,0,736,0.35842553,0.3988603353500366,0.0404348075389862
qwen3_4b_2560d_int8,cn_def,260,閡,亥,門,ROOT-4EA5,19,絕,1000,0,0,0,1053,絕,854,0,0,0,146,0,0,854,0.3408556,0.3952566981315613,0.0544010996818542
qwen3_4b_2560d_int8,cn_def,261,頦,亥,頁,ROOT-4EA5,27,面,221,0,0,0,1053,面,183,0,0,0,38,0,0,183,0.44486836,0.4688348174095154,0.0239664614200592
qwen3_4b_2560d_int8,cn_def,262,駭,亥,馬,ROOT-4EA5,34,畏,992,0,0,0,1053,畏,983,0,0,0,9,0,0,983,0.29405087,0.2980341911315918,0.0039833188056945
qwen3_4b_2560d_int8,cn_def,263,骸,亥,骨,ROOT-4EA5,5,品,663,0,0,0,1053,隨,729,0,0,0,-66,0,0,729,0.4354058,0.4907321035861969,0.0553263127803802
qwen3_4b_2560d_int8,cn_def,398,完,元,宀,ROOT-5143,19,完,279,0,0,0,1053,完,207,0,0,0,72,0,0,207,0.5191974,0.48312708735466,-0.036070317029953
qwen3_4b_2560d_int8,cn_def,404,沅,元,氵,ROOT-5143,185,淮,264,0,0,0,1053,沮,179,0,0,0,85,0,0,179,0.43681225,0.4793651700019836,0.0425529181957244
qwen3_4b_2560d_int8,cn_def,405,玩,元,王,ROOT-5143,44,敖,277,0,0,0,1053,敖,182,0,0,0,95,0,0,182,0.4670455,0.4885666966438293,0.0215212106704711
qwen3_4b_2560d_int8,cn_def,407,阮,元,阝,ROOT-5143,47,蚩,183,0,0,0,1053,彭,133,0,0,0,50,0,0,133,0.47793052,0.5108164548873901,0.0328859388828277
qwen3_4b_2560d_int8,cn_def,408,頑,元,頁,ROOT-5143,27,堅,264,0,0,0,1053,堅,481,0,0,0,-217,0,0,481,0.48942694,0.4251154065132141,-0.064311534166336
qwen3_4b_2560d_int8,cn_def,433,偈,曷,亻,ROOT-5303,126,敏,758,0,0,0,1053,敏,787,0,0,0,-29,0,0,787,0.40034455,0.3894829154014587,-0.0108616352081298
qwen3_4b_2560d_int8,cn_def,434,喝,曷,口,ROOT-5303,113,勺,783,0,0,0,1053,勺,879,0,0,0,-96,0,0,879,0.35979384,0.3492668867111206,-0.010526955127716
qwen3_4b_2560d_int8,cn_def,435,愒,曷,忄,ROOT-5303,79,爭,693,0,0,0,1053,爭,804,0,0,0,-111,0,0,804,0.44555554,0.4242092370986938,-0.0213463008403778
qwen3_4b_2560d_int8,cn_def,436,揭,曷,扌,ROOT-5303,138,拾,602,0,0,0,1053,喜,605,0,0,0,-3,0,0,605,0.45268542,0.4613804221153259,0.0086950063705444
qwen3_4b_2560d_int8,cn_def,437,歇,曷,欠,ROOT-5303,13,歇,803,0,0,0,1053,歇,816,0,0,0,-13,0,0,816,0.3896341,0.3914430737495422,0.0018089711666107
qwen3_4b_2560d_int8,cn_def,439,渴,曷,氵,ROOT-5303,185,味,644,0,0,0,1053,味,545,0,0,0,99,0,0,545,0.35572332,0.3772875368595123,0.0215642154216766
qwen3_4b_2560d_int8,cn_def,440,碣,曷,石,ROOT-5303,38,規,642,0,0,0,1053,寫,596,0,0,0,46,0,0,596,0.31783956,0.3697922229766845,0.0519526600837707
qwen3_4b_2560d_int8,cn_def,441,竭,曷,立,ROOT-5303,3,匱,417,0,0,0,1053,匱,357,0,0,0,60,0,0,357,0.47368714,0.432406485080719,-0.0412806570529937
qwen3_4b_2560d_int8,cn_def,443,葛,曷,艹,ROOT-5303,150,葛,561,0,0,0,1053,葛,596,0,0,0,-35,0,0,596,0.3348418,0.4136891067028045,0.0788473188877105
qwen3_4b_2560d_int8,cn_def,444,褐,曷,衤,ROOT-5303,33,服,858,0,0,0,1053,對,803,0,0,0,55,0,0,803,0.3117997,0.3699276447296142,0.0581279397010803
qwen3_4b_2560d_int8,cn_def,445,謁,曷,言,ROOT-5303,95,謁,306,0,0,0,1053,謁,375,0,0,0,-69,0,0,375,0.47000384,0.4464771449565887,-0.0235266983509063
qwen3_4b_2560d_int8,cn_def,448,遏,曷,辶,ROOT-5303,51,弭,683,0,0,0,1053,絕,691,0,0,0,-8,0,0,691,0.40403345,0.3949639797210693,-0.0090694725513458
qwen3_4b_2560d_int8,cn_def,1158,佳,圭,亻,ROOT-572D,126,善,935,0,0,0,1053,善,932,0,0,0,3,0,0,932,0.33387983,0.3373148441314697,0.0034350156784057
qwen3_4b_2560d_int8,cn_def,1162,哇,圭,口,ROOT-572D,113,於,928,0,0,0,1053,於,894,0,0,0,34,0,0,894,0.31416893,0.3448405861854553,0.0306716561317443
qwen3_4b_2560d_int8,cn_def,1163,奎,圭,大,ROOT-572D,3,婁,38,0,0,0,1053,婁,62,0,0,0,-24,0,0,62,0.41922897,0.3763416409492492,-0.0428873300552368
qwen3_4b_2560d_int8,cn_def,1164,娃,圭,女,ROOT-572D,68,幼,886,0,0,0,1053,幼,875,0,0,0,11,0,0,875,0.32801935,0.337727427482605,0.0097080767154693
qwen3_4b_2560d_int8,cn_def,1165,恚,圭,心,ROOT-572D,43,尤,980,0,0,0,1053,尤,942,0,0,0,38,0,0,942,0.33338773,0.3900886178016662,0.0567008852958679
qwen3_4b_2560d_int8,cn_def,1166,桂,圭,木,ROOT-572D,139,楚,667,0,0,0,1053,楚,953,0,0,0,-286,0,0,953,0.31135684,0.3256094753742218,0.014252632856369
qwen3_4b_2560d_int8,cn_def,1167,珪,圭,王,ROOT-572D,44,斌,119,0,0,0,1053,斌,736,0,0,0,-617,0,0,736,0.3919748,0.3473315238952636,-0.0446432828903198
qwen3_4b_2560d_int8,cn_def,1168,畦,圭,田,ROOT-572D,9,田,1033,0,0,0,1053,榮,1032,0,0,0,1,0,0,1032,0.2730616,0.285819262266159,0.012757658958435
qwen3_4b_2560d_int8,cn_def,1169,蛙,圭,虫,ROOT-572D,76,魚,1039,0,0,0,1053,魚,1032,0,0,0,7,0,0,1032,0.26689586,0.3128826320171356,0.0459867715835571
qwen3_4b_2560d_int8,cn_def,1170,街,圭,行,ROOT-572D,4,甬,970,0,0,0,1053,甬,1036,0,0,0,-66,0,0,1036,0.24203506,0.1508332192897796,-0.0912018418312072
qwen3_4b_2560d_int8,cn_def,1171,閨,圭,門,ROOT-572D,19,育,806,0,0,0,1053,育,472,0,0,0,334,0,0,472,0.3413385,0.3640386760234833,0.0227001905441284
qwen3_4b_2560d_int8,cn_def,1172,鞋,圭,革,ROOT-572D,12,走,407,0,0,0,1053,走,995,0,0,0,-588,0,0,995,0.35911494,0.291526585817337,-0.0675883591175079
qwen3_4b_2560d_int8,cn_def,1176,僥,堯,亻,ROOT-582F,126,成,496,0,0,0,1053,成,493,0,0,0,3,0,0,493,0.36509544,0.3620067238807678,-0.0030887126922607
qwen3_4b_2560d_int8,cn_def,1177,嬈,堯,女,ROOT-582F,68,旨,17,0,0,0,1053,旨,19,0,0,0,-2,0,0,19,0.58814806,0.5964475274085999,0.0082994699478149
qwen3_4b_2560d_int8,cn_def,1178,撓,堯,扌,ROOT-582F,138,干,645,0,0,0,1053,迷,641,0,0,0,4,0,0,641,0.41933525,0.42406165599823,0.0047264099121093
qwen3_4b_2560d_int8,cn_def,1179,曉,堯,日,ROOT-582F,42,旦,290,0,0,0,1053,旦,443,0,0,0,-153,0,0,443,0.4479745,0.4522385895252228,0.004264086484909
qwen3_4b_2560d_int8,cn_def,1180,橈,堯,木,ROOT-582F,139,舟,703,0,0,0,1053,舟,717,0,0,0,-14,0,0,717,0.37080678,0.4029202759265899,0.032113492488861
qwen3_4b_2560d_int8,cn_def,1181,澆,堯,氵,ROOT-582F,185,舀,162,0,0,0,1053,垂,177,0,0,0,-15,0,0,177,0.42196512,0.4339914917945862,0.0120263695716857
qwen3_4b_2560d_int8,cn_def,1182,燒,堯,火,ROOT-582F,34,火,449,0,0,0,1053,對,717,0,0,0,-268,0,0,717,0.46997735,0.4619727432727813,-0.008004605770111
qwen3_4b_2560d_int8,cn_def,1183,繞,堯,糸,ROOT-582F,97,束,441,0,0,0,1053,束,475,0,0,0,-34,0,0,475,0.48411936,0.5188190937042236,0.0346997380256652
qwen3_4b_2560d_int8,cn_def,1184,翹,堯,羽,ROOT-582F,13,拾,255,0,0,0,1053,拾,400,0,0,0,-145,0,0,400,0.5223737,0.4693324565887451,-0.0530412197113037
qwen3_4b_2560d_int8,cn_def,1185,蟯,堯,虫,ROOT-582F,76,雀,439,0,0,0,1053,品,477,0,0,0,-38,0,0,477,0.40060186,0.4691077470779419,0.0685058832168579
qwen3_4b_2560d_int8,cn_def,1186,遶,堯,辶,ROOT-582F,51,旋,848,0,0,0,1053,旋,942,0,0,0,-94,0,0,942,0.32694095,0.2826688289642334,-0.0442721247673034
qwen3_4b_2560d_int8,cn_def,1187,鐃,堯,釒,ROOT-582F,85,咎,609,0,0,0,1053,咎,560,0,0,0,49,0,0,560,0.31848833,0.3594443798065185,0.040956050157547
qwen3_4b_2560d_int8,cn_def,1188,饒,堯,飠,ROOT-582F,21,赦,578,0,0,0,1053,赦,535,0,0,0,43,0,0,535,0.43180165,0.4363109469413757,0.004509299993515
qwen3_4b_2560d_int8,cn_def,1189,驍,堯,馬,ROOT-582F,34,賁,58,0,0,0,1053,賁,90,0,0,0,-32,0,0,90,0.51609606,0.4777715504169464,-0.0383245050907135
qwen3_4b_2560d_int8,cn_def,1536,冶,台,冫,ROOT-382F,5,金,990,0,0,0,1053,金,860,0,0,0,130,0,0,860,0.30105364,0.296014666557312,-0.0050389766693115
qwen3_4b_2560d_int8,cn_def,1537,始,台,女,ROOT-382F,68,先,664,0,0,0,1053,前,738,0,0,0,-74,0,0,738,0.36880785,0.3421147167682647,-0.0266931354999542
qwen3_4b_2560d_int8,cn_def,1538,怠,台,心,ROOT-382F,43,勤,665,0,0,0,1053,勤,656,0,0,0,9,0,0,656,0.39638308,0.4128585457801819,0.0164754688739776
qwen3_4b_2560d_int8,cn_def,1539,怡,台,忄,ROOT-382F,79,樂,868,0,0,0,1053,樂,931,0,0,0,-63,0,0,931,0.3573864,0.3724517226219177,0.015065312385559
qwen3_4b_2560d_int8,cn_def,1540,殆,台,歹,ROOT-382F,10,畏,907,0,0,0,1053,危,734,0,0,0,173,0,0,734,0.3529113,0.3636943101882934,0.0107830166816711
qwen3_4b_2560d_int8,cn_def,1541,治,台,氵,ROOT-382F,185,宰,822,0,0,0,1053,宰,696,0,0,0,126,0,0,696,0.39063033,0.394788384437561,0.0041580498218536
qwen3_4b_2560d_int8,cn_def,1542,笞,台,竹,ROOT-382F,60,刺,972,0,0,0,1053,伐,812,0,0,0,160,0,0,812,0.26097712,0.3073863089084625,0.0464091897010803
qwen3_4b_2560d_int8,cn_def,1543,紿,台,糸,ROOT-382F,97,欺,654,0,0,0,1053,欺,515,0,0,0,139,0,0,515,0.40482455,0.4220264852046966,0.0172019302845001
qwen3_4b_2560d_int8,cn_def,1544,胎,台,肉,ROOT-382F,69,嬰,199,0,0,0,1053,嬰,89,0,0,0,110,0,0,89,0.3751971,0.4365413188934326,0.0613442063331604
qwen3_4b_2560d_int8,cn_def,1545,苔,台,艹,ROOT-382F,150,艾,970,0,0,0,1053,艾,903,0,0,0,67,0,0,903,0.2831996,0.3689819872379303,0.085782378911972
qwen3_4b_2560d_int8,cn_def,1546,貽,台,貝,ROOT-382F,28,致,937,0,0,0,1053,致,840,0,0,0,97,0,0,840,0.36711192,0.4164970517158508,0.049385130405426
qwen3_4b_2560d_int8,cn_def,1547,邰,台,阝,ROOT-382F,47,滕,1022,0,0,0,1053,滕,924,0,0,0,98,0,0,924,0.22207156,0.278219074010849,0.0561475157737731
qwen3_4b_2560d_int8,cn_def,1548,颱,台,風,ROOT-382F,3,日,977,0,0,0,1053,立,881,0,0,0,96,0,0,881,0.2929861,0.2746946811676025,-0.0182914137840271
qwen3_4b_2560d_int8,cn_def,1549,飴,台,飠,ROOT-382F,21,甘,844,0,0,0,1053,甘,540,0,0,0,304,0,0,540,0.30079556,0.355126291513443,0.0543307363986969
qwen3_4b_2560d_int8,cn_def,1550,駘,台,馬,ROOT-382F,34,魯,480,0,0,0,1053,魯,409,0,0,0,71,0,0,409,0.39039323,0.418764054775238,0.0283708274364471
qwen3_4b_2560d_int8,cn_def,1579,啻,帝,口,ROOT-5E1D,113,唯,589,0,0,0,1053,唯,457,0,0,0,132,0,0,457,0.3490585,0.3606221377849579,0.011563628911972
qwen3_4b_2560d_int8,cn_def,1580,啼,帝,口,ROOT-5E1D,113,音,590,0,0,0,1053,粲,479,0,0,0,111,0,0,479,0.39569193,0.4434095323085785,0.0477176010608673
qwen3_4b_2560d_int8,cn_def,1581,締,帝,糸,ROOT-5E1D,97,兼,816,0,0,0,1053,兼,728,0,0,0,88,0,0,728,0.40432978,0.4193310141563415,0.0150012373924255
qwen3_4b_2560d_int8,cn_def,1582,蒂,帝,艹,ROOT-5E1D,150,果,729,0,0,0,1053,肩,603,0,0,0,126,0,0,603,0.3976702,0.4401535987854004,0.0424833893775939
qwen3_4b_2560d_int8,cn_def,1583,諦,帝,言,ROOT-5E1D,95,侖,393,0,0,0,1053,侖,182,0,0,0,211,0,0,182,0.47642234,0.5055738687515259,0.0291515290737152
qwen3_4b_2560d_int8,cn_def,1584,蹄,帝,𧾷,ROOT-5E1D,47,尾,822,0,0,0,1053,角,604,0,0,0,218,0,0,604,0.33492187,0.3602691292762756,0.0253472626209259
qwen3_4b_2560d_int8,cn_def,2028,欄,闌,木,ROOT-67EC,139,樊,45,0,0,0,1053,樊,182,0,0,0,-137,0,0,182,0.48249024,0.4370841383934021,-0.0454061031341552
qwen3_4b_2560d_int8,cn_def,2029,瀾,闌,氵,ROOT-67EC,185,隆,234,0,0,0,1053,隆,315,0,0,0,-81,0,0,315,0.41604742,0.409781277179718,-0.0062661468982696
qwen3_4b_2560d_int8,cn_def,2030,爛,闌,火,ROOT-67EC,34,肴,815,0,0,0,1053,柔,847,0,0,0,-32,0,0,847,0.37667832,0.3808095157146454,0.0041311979293823
qwen3_4b_2560d_int8,cn_def,2031,蘭,闌,艹,ROOT-67EC,150,蘭,530,0,0,0,1053,蘭,862,0,0,0,-332,0,0,862,0.2874148,0.3090782463550567,0.0216634571552276
qwen3_4b_2560d_int8,cn_def,2305,倩,青,亻,ROOT-9752,126,旨,473,0,0,0,1053,旨,477,0,0,0,-4,0,0,477,0.43173695,0.4219628274440765,-0.0097741186618804
qwen3_4b_2560d_int8,cn_def,2306,情,青,忄,ROOT-9752,79,意,622,0,0,0,1053,意,758,0,0,0,-136,0,0,758,0.33248228,0.3145001530647278,-0.0179821252822875
qwen3_4b_2560d_int8,cn_def,2307,晴,青,日,ROOT-9752,42,風,458,0,0,0,1053,風,524,0,0,0,-66,0,0,524,0.4387106,0.4481166899204254,0.0094060897827148
qwen3_4b_2560d_int8,cn_def,2308,猜,青,犭,ROOT-9752,27,念,574,0,0,0,1053,念,661,0,0,0,-87,0,0,661,0.4567839,0.4226010143756866,-0.0341828763484954
qwen3_4b_2560d_int8,cn_def,2309,睛,青,目,ROOT-9752,31,翼,989,0,0,0,1053,翼,936,0,0,0,53,0,0,936,0.3132466,0.3877929747104645,0.0745463669300079
qwen3_4b_2560d_int8,cn_def,2310,精,青,米,ROOT-9752,16,幾,104,0,0,0,1053,分,265,0,0,0,-161,0,0,265,0.548074,0.5007545948028564,-0.0473194122314453
qwen3_4b_2560d_int8,cn_def,2311,菁,青,艹,ROOT-9752,150,周,112,0,0,0,1053,周,546,0,0,0,-434,0,0,546,0.5333651,0.428287148475647,-0.1050779223442077
qwen3_4b_2560d_int8,cn_def,2312,蜻,青,虫,ROOT-9752,76,龜,619,0,0,0,1053,豬,683,0,0,0,-64,0,0,683,0.31782365,0.4091062545776367,0.0912826061248779
qwen3_4b_2560d_int8,cn_def,2313,請,青,言,ROOT-9752,95,謁,587,0,0,0,1053,謁,475,0,0,0,112,0,0,475,0.3899909,0.3887220621109009,-0.0012688338756561
qwen3_4b_2560d_int8,cn_def,2314,靖,青,立,ROOT-9752,3,寧,321,0,0,0,1053,寧,327,0,0,0,-6,0,0,327,0.4379704,0.3808090686798095,-0.0571613311767578
qwen3_4b_2560d_int8,cn_def,2315,靚,青,見,ROOT-9752,3,丰,182,0,0,0,1053,示,277,0,0,0,-95,0,0,277,0.51713437,0.4042673408985138,-0.1128670275211334
qwen3_4b_2560d_int8,cn_def,2317,鯖,青,魚,ROOT-9752,19,龜,309,0,0,0,1053,求,378,0,0,0,-69,0,0,378,0.3071239,0.432981789112091,0.1258578896522522
qwen3_4b_2560d_int8,cn_def,2725,涂,余,氵,ROOT-4F59,185,涂,406,0,0,0,1053,涂,319,0,0,0,87,0,0,319,0.40035254,0.4121561050415039,0.0118035674095153
qwen3_4b_2560d_int8,cn_def,2726,徐,余,彳,ROOT-4F59,13,冉,506,0,0,0,1053,冉,449,0,0,0,57,0,0,449,0.48152843,0.4516217112541199,-0.0299067199230194
qwen3_4b_2560d_int8,cn_def,2727,斜,余,斗,ROOT-4F59,4,仄,412,0,0,0,1053,仄,613,0,0,0,-201,0,0,613,0.46468642,0.4011727273464203,-0.063513696193695
qwen3_4b_2560d_int8,cn_def,2729,畬,余,田,ROOT-4F59,9,田,902,0,0,0,1053,田,721,0,0,0,181,0,0,721,0.3108083,0.3473656475543976,0.0365573465824127
qwen3_4b_2560d_int8,cn_def,2730,荼,余,艹,ROOT-4F59,150,卉,801,0,0,0,1053,卉,660,0,0,0,141,0,0,660,0.28520584,0.3889263868331909,0.1037205457687377
qwen3_4b_2560d_int8,cn_def,2731,蜍,余,虫,ROOT-4F59,76,逮,395,0,0,0,1053,逮,346,0,0,0,49,0,0,346,0.41783866,0.4784426987171173,0.0606040358543396
qwen3_4b_2560d_int8,cn_def,2732,途,余,辶,ROOT-4F59,51,涂,415,0,0,0,1053,川,458,0,0,0,-43,0,0,458,0.46295017,0.4418376386165619,-0.0211125314235687
qwen3_4b_2560d_int8,cn_def,2733,除,余,阝,ROOT-4F59,47,除,264,0,0,0,1053,除,147,0,0,0,117,0,0,147,0.45429313,0.4912437796592712,0.0369506478309631
qwen3_4b_2560d_int8,cn_def,2734,餘,余,飠,ROOT-4F59,21,多,663,0,0,0,1053,多,462,0,0,0,201,0,0,462,0.4206817,0.4408854246139526,0.0202037394046783
qwen3_4b_2560d_int8,cn_def,2919,娠,辰,女,ROOT-8FB0,68,養,809,0,0,0,1053,養,733,0,0,0,76,0,0,733,0.3689543,0.3986725211143493,0.0297182202339172
qwen3_4b_2560d_int8,cn_def,2920,宸,辰,宀,ROOT-8FB0,19,屋,722,0,0,0,1053,屋,201,0,0,0,521,0,0,201,0.36822435,0.4139921069145202,0.0457677543163299
qwen3_4b_2560d_int8,cn_def,2921,振,辰,扌,ROOT-8FB0,138,取,789,0,0,0,1053,取,709,0,0,0,80,0,0,709,0.40767956,0.4532378315925598,0.0455582737922668
qwen3_4b_2560d_int8,cn_def,2922,晨,辰,日,ROOT-8FB0,42,晨,563,0,0,0,1053,晨,437,0,0,0,126,0,0,437,0.39033133,0.4403290152549743,0.0499976873397827
qwen3_4b_2560d_int8,cn_def,2923,脣,辰,肉,ROOT-8FB0,69,脣,396,0,0,0,1053,脣,500,0,0,0,-104,0,0,500,0.3631134,0.3967105746269226,0.0335971713066101
qwen3_4b_2560d_int8,cn_def,2924,蜃,辰,虫,ROOT-8FB0,76,貝,812,0,0,0,1053,溥,938,0,0,0,-126,0,0,938,0.35137898,0.354065477848053,0.0026865005493164
qwen3_4b_2560d_int8,cn_def,2925,賑,辰,貝,ROOT-8FB0,28,致,984,0,0,0,1053,支,914,0,0,0,70,0,0,914,0.3293695,0.3605127334594726,0.0311432480812072
qwen3_4b_2560d_int8,cn_def,2926,震,辰,雨,ROOT-8FB0,21,雷,686,0,0,0,1053,打,621,0,0,0,65,0,0,621,0.40805256,0.4338192045688629,0.0257666409015655
qwen3_4b_2560d_int8,cn_def,3158,掂,店,扌,ROOT-5360,138,執,205,0,0,0,1053,輕,118,0,0,0,87,0,0,118,0.46427387,0.484073281288147,0.0197994112968444
qwen3_4b_2560d_int8,cn_def,3159,惦,店,忄,ROOT-5360,79,念,633,0,0,0,1053,念,453,0,0,0,180,0,0,453,0.41736406,0.4666626453399658,0.0492985844612121
